,city,state,room_type,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating
4308,SAN DIEGO,CA,Private room,0,1,25,1,7,95
4309,SAN MATEO,CA,Private room,100,1,0,1,1125,99
4310,QUEENS,NY,Private room,0,2,10,1,15,100
4311,KAILUA-KONA,HI,Entire home/apt,600,14,20,3,90,97
4312,SAN DIEGO,CA,Entire home/apt,350,3,25,20,365,100
4313,WASHINGTON,DC,Entire home/apt,1500,3,25,2,1125,95
4314,AUSTIN,TX,Entire home/apt,0,1,0,2,1125,93
4315,SEATTLE,WA,Entire home/apt,200,1,0,1,1125,96
4316,COLUMBUS,OH,Private room,0,2,25,1,90,100
4317,SEATTLE,WA,Entire home/apt,500,6,0,30,30,98
4318,LOS ANGELES,CA,Entire home/apt,0,5,35,2,60,90
4319,NEW ORLEANS,LA,Private room,0,1,0,1,1125,98
4320,BROOKLYN,NY,Private room,100,3,5,3,1125,90
4321,WAIMEA,HI,Entire home/apt,0,6,0,3,365,90
4322,NASHVILLE,TN,Private room,0,1,0,2,6,100
4323,NASHVILLE,TN,Entire home/apt,250,8,30,1,30,99
4324,LOS ANGELES,CA,Entire home/apt,100,2,20,2,15,97
4325,NASHVILLE,TN,Private room,0,1,25,30,365,95
4326,WASHINGTON,DC,Private room,129,1,20,7,60,98
4327,WASHINGTON,DC,Entire home/apt,500,1,0,3,7,100
4328,AUSTIN,TX,Private room,0,1,0,1,1125,100
4329,ROWLAND HEIGHTS,CA,Entire home/apt,0,3,5,1,1125,100
4330,APTOS,CA,Entire home/apt,0,2,20,2,90,99
4331,HACIENDA HEIGHTS,CA,Entire home/apt,0,6,19,1,1125,93
4332,MAPLE GROVE,MN,Entire home/apt,250,1,0,7,40,100
4333,LOS ANGELES,CA,Private room,0,1,0,4,1125,99
4334,SAN DIEGO,CA,Entire home/apt,100,1,0,4,1125,100
4335,CHICAGO,IL,Entire home/apt,0,1,19,1,365,83
4336,NEW YORK,NY,Entire home/apt,0,1,55,4,1125,83
4337,NEW YORK,NY,Entire home/apt,0,1,0,7,1125,98
4338,AUSTIN,TX,Entire home/apt,0,1,0,5,1125,100
4339,LOS ANGELES,CA,Entire home/apt,300,1,0,1,1125,87
4340,WASHINGTON,DC,Private room,0,1,0,1,1125,100
4341,NASHVILLE,TN,Entire home/apt,250,1,0,2,21,100
4342,MARINA DEL REY,CA,Entire home/apt,0,6,0,3,1125,53
4343,AUSTIN,TX,Entire home/apt,1000,4,100,3,28,98
4344,TOPANGA,CA,Entire home/apt,0,1,25,2,1125,90
4345,SAN JOSE,CA,Private room,200,1,20,10,120,98
4346,NASHVILLE,TN,Entire home/apt,250,4,25,1,1125,96
4347,WASHINGTON,DC,Entire home/apt,500,5,9,3,1125,96
4348,LOS ANGELES,CA,Private room,100,1,0,3,90,96
4349,BROOKLYN,NY,Entire home/apt,300,2,25,4,1125,100
4350,TEMPLE CITY,CA,Private room,0,1,10,2,28,99
4351,SAN DIEGO,CA,Entire home/apt,545,1,0,3,60,100
4352,BROOKLYN,NY,Private room,0,1,0,1,1125,88
4353,NEW YORK,NY,Entire home/apt,0,1,0,4,14,100
4354,QUEENS,NY,Private room,500,1,15,3,30,100
4355,NASHVILLE,TN,Entire home/apt,0,4,10,1,1125,91
4356,MINNEAPOLIS,MN,Entire home/apt,1500,1,0,60,1125,100
4357,AUSTIN,TX,Entire home/apt,500,1,0,2,1125,99
4358,CHICAGO,IL,Entire home/apt,0,1,0,2,7,100
4359,BOSTON,MA,Entire home/apt,0,5,30,3,7,80
4360,AUSTIN,TX,Entire home/apt,500,2,10,2,90,99
4361,SAN DIEGO,CA,Entire home/apt,0,6,30,1,30,99
4362,SUNNYVALE,CA,Entire home/apt,0,1,0,3,1125,88
4363,SAN MATEO,CA,Entire home/apt,1000,4,15,2,180,96
4364,MENLO PARK,CA,Entire home/apt,0,1,50,30,360,98
4365,BROOKLYN,NY,Private room,0,1,20,10,1125,100
4366,KAMUELA,HI,Entire home/apt,0,1,25,2,31,100
4367,BROOKLYN,NY,Private room,100,1,20,1,1125,93
4368,HONOLULU,HI,Entire home/apt,0,2,20,1,1125,97
4369,NASHVILLE,TN,Entire home/apt,200,1,0,1,20,97
4370,BROOKLYN,NY,Private room,0,1,0,2,1125,100
4371,AUSTIN,TX,Entire home/apt,500,4,25,1,29,100
4372,SAN DIEGO,CA,Entire home/apt,300,1,0,3,1125,70
4373,BROOKLYN,NY,Private room,0,1,0,30,1125,47
4374,PRINCEVILLE,HI,Entire home/apt,0,2,0,2,180,83
4375,BRONX,NY,Private room,0,2,25,1,1125,91
4376,BOSTON,MA,Entire home/apt,500,2,5,30,1124,90
4377,MINNEAPOLIS,MN,Entire home/apt,100,4,10,2,30,88
4378,AUSTIN,TX,Entire home/apt,300,1,0,2,8,98
4379,WASHINGTON,DC,Entire home/apt,0,1,15,3,365,97
4380,BEVERLY HILLS,CA,Private room,0,1,0,2,90,97
4381,BROOKLYN,NY,Entire home/apt,0,1,20,2,39,80
4382,HAIKU-PAUWELA,HI,Entire home/apt,0,2,0,5,1125,97
4383,KAPAA,HI,Entire home/apt,0,5,0,4,179,80
4384,GLENDALE,CA,Entire home/apt,350,1,0,3,365,98
4385,MENLO PARK,CA,Entire home/apt,0,3,50,1,15,89
4386,NEW YORK,NY,Entire home/apt,0,1,20,3,4,95
4387,KOLOA,HI,Entire home/apt,500,4,35,2,1125,97
4388,OAKLAND,CA,Entire home/apt,200,2,35,2,14,99
4389,NEW YORK,NY,Entire home/apt,0,1,25,3,18,100
4390,NASHVILLE,TN,Entire home/apt,100,4,50,1,15,93
4391,AUSTIN,TX,Entire home/apt,500,6,50,2,1125,99
4392,BELLFLOWER,CA,Private room,0,1,10,2,9,97
4393,BROOKLYN,NY,Private room,0,1,0,10,1125,100
4394,SAN DIEGO,CA,Entire home/apt,150,4,0,3,28,96
4395,LOS ANGELES,CA,Entire home/apt,200,1,0,31,1125,98
4396,CHICAGO,IL,Entire home/apt,0,1,0,1,180,98
4397,OAKLAND,CA,Private room,0,1,25,14,29,100
4398,SAN FRANCISCO,CA,Entire home/apt,1000,1,0,30,1125,100
4399,CHICAGO,IL,Entire home/apt,0,4,12,2,1125,100
4400,HONOLULU,HI,Entire home/apt,200,3,20,7,90,89
4401,KIHEI,HI,Entire home/apt,0,2,20,3,30,97
4402,NEW YORK,NY,Private room,0,1,0,1,6,100
4403,LOS ANGELES,CA,Entire home/apt,0,1,0,2,1125,100
4404,NORWALK,CA,Entire home/apt,300,2,10,2,365,100
4405,NEW YORK,NY,Shared room,0,1,150,1,1125,98
4406,SEATTLE,WA,Private room,0,1,0,30,1125,93
4407,DENVER,CO,Entire home/apt,250,2,0,2,29,97
4408,LAHAINA,HI,Entire home/apt,0,1,0,4,30,95
4409,NEW ORLEANS,LA,Entire home/apt,400,6,5,2,1125,95
4410,NEW YORK,NY,Private room,0,1,19,1,28,87
4411,CHICAGO,IL,Entire home/apt,100,2,20,2,14,99
4412,BROOKLYN,NY,Entire home/apt,0,1,0,10,20,100
4413,KAILUA KONA,HI,Entire home/apt,0,6,0,3,1125,90
4414,BROOKLYN,NY,Entire home/apt,1000,4,50,3,15,97
4415,CHICAGO,IL,Entire home/apt,500,8,100,2,7,100
4416,BROOKLYN,NY,Private room,100,1,0,1,1125,80
4417,HONOLULU,HI,Private room,100,1,10,30,30,93
4418,MOUNTAIN VIEW,CA,Private room,350,1,10,21,150,97
4419,SAN DIEGO,CA,Entire home/apt,500,6,50,1,1125,96
4420,BROOKLYN,NY,Entire home/apt,500,2,40,5,1125,87
4421,LOS ANGELES,CA,Shared room,100,1,100,30,120,90
4422,NEW YORK,NY,Hotel room,0,2,35,1,1125,91
4423,BROOKLYN,NY,Entire home/apt,0,1,0,2,20,100
4424,RIVER FALLS,WI,Entire home/apt,1000,4,65,1,365,98
4425,WASHINGTON,DC,Entire home/apt,0,2,25,1,1125,93
4426,CHICAGO,IL,Private room,0,1,0,1,1125,100
4427,CAPTAIN COOK,HI,Entire home/apt,0,2,15,5,60,93
4428,NEW ORLEANS,LA,Entire home/apt,500,1,0,2,1125,100
4429,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,100
4430,WASHINGTON,DC,Entire home/apt,200,2,10,2,1125,100
4431,EAST PALO ALTO,CA,Private room,0,1,35,1,90,92
4432,BROOKLYN,NY,Entire home/apt,0,1,0,2,1125,95
4433,SEATTLE,WA,Entire home/apt,0,4,20,30,1124,93
4434,AUSTIN,TX,Private room,100,1,0,2,1125,93
4435,AUSTIN,TX,Private room,0,2,15,1,1125,100
4436,LOS ANGELES,CA,Entire home/apt,500,2,100,30,1125,97
4437,BROOKLYN,NY,Entire home/apt,1000,1,0,30,365,92
4438,HONOLULU,HI,Entire home/apt,0,4,0,1,365,95
4439,LONG BEACH,CA,Entire home/apt,0,1,0,3,1125,100
4440,SEATTLE,WA,Entire home/apt,600,6,20,30,1125,100
4441,AUSTIN,TX,Entire home/apt,300,8,40,1,1125,99
4442,BROOKLYN,NY,Private room,0,1,20,3,1125,100
4443,MARINA DEL REY,CA,Private room,0,1,20,30,90,100
4444,AUSTIN,TX,Entire home/apt,0,6,100,3,14,100
4445,BROOKLYN,NY,Entire home/apt,400,5,10,1,365,98
4446,SEATTLE,WA,Entire home/apt,0,2,25,30,1125,97
4447,SAN FRANCISCO,CA,Entire home/apt,400,1,0,5,29,97
4448,SAN DIEGO,CA,Entire home/apt,0,1,0,3,1125,97
4449,CHICAGO,IL,Private room,0,1,0,1,31,80
4450,AUSTIN,TX,Entire home/apt,500,8,0,1,1125,96
4451,QUEENS,NY,Entire home/apt,0,2,25,2,1124,99
4452,LONG BEACH,CA,Entire home/apt,250,1,20,1,1125,97
4453,GLENDORA,CA,Private room,200,1,8,1,90,95
4454,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,18,97
4455,DENVER,CO,Entire home/apt,250,3,0,1,1125,97
4456,KIHEI,HI,Entire home/apt,0,4,0,1,365,95
4457,CHICAGO,IL,Entire home/apt,0,2,30,2,40,95
4458,AUSTIN,TX,Entire home/apt,1500,1,15,7,29,96
4459,MINNEAPOLIS,MN,Entire home/apt,150,2,5,3,125,100
4460,NEW YORK,NY,Entire home/apt,250,6,150,1,1125,100
4461,BROOKLYN,NY,Private room,0,1,0,1,30,94
4462,BERKELEY,CA,Private room,0,1,0,90,120,98
4463,DENVER,CO,Entire home/apt,0,2,5,2,180,98
4464,SEATTLE,WA,Entire home/apt,0,1,0,30,60,91
4465,NEW YORK,NY,Entire home/apt,0,1,40,1,1125,96
4466,SAN DIEGO,CA,Entire home/apt,200,2,25,2,1125,100
4467,SAN DIEGO,CA,Private room,0,4,18,1,1125,95
4468,NEW YORK,NY,Private room,0,1,0,30,365,93
4469,NEW ORLEANS,LA,Entire home/apt,0,1,25,2,1125,100
4470,NEW YORK,NY,Private room,0,1,0,1,1125,93
4471,WAILUKU,HI,Entire home/apt,0,1,0,2,1125,95
4472,NASHVILLE,TN,Entire home/apt,350,6,20,1,1125,99
4473,AUSTIN,TX,Entire home/apt,500,2,0,3,730,91
4474,CHICAGO,IL,Private room,500,1,0,1,1125,99
4475,KIHEI,HI,Entire home/apt,500,1,0,3,1125,92
4476,SAN FRANCISCO,CA,Entire home/apt,500,4,100,6,14,96
4477,NEW ORLEANS,LA,Entire home/apt,400,2,5,2,1125,90
4478,KAILUA-KONA,HI,Entire home/apt,0,6,15,1,1125,94
4479,BROOKLYN,NY,Private room,0,1,30,2,14,100
4480,NASHVILLE,TN,Entire home/apt,500,8,15,1,1125,97
4481,KIHEI,HI,Entire home/apt,0,1,0,4,1125,97
4482,BROOKLYN,NY,Entire home/apt,0,4,50,10,30,97
4483,LAHAINA,HI,Entire home/apt,0,1,0,2,10,93
4484,PORTLAND,OR,Entire home/apt,800,1,10,29,120,99
4485,NEW YORK,NY,Private room,150,1,25,3,1125,95
4486,AUSTIN,TX,Private room,0,2,15,2,14,100
4487,SAN DIEGO,CA,Entire home/apt,700,4,15,2,180,97
4488,SAN FRANCISCO,CA,Entire home/apt,3500,1,0,30,1125,95
4489,WASHINGTON,DC,Entire home/apt,250,2,18,2,150,98
4490,KOLOA,HI,Entire home/apt,0,2,0,3,1125,97
4491,BROOKLYN,NY,Entire home/apt,0,6,15,2,200,100
4492,SAN FRANCISCO,CA,Entire home/apt,0,8,50,2,1125,98
4493,PORTLAND,OR,Private room,0,1,0,1,14,94
4494,SAN FRANCISCO,CA,Entire home/apt,0,1,0,2,20,86
4495,SEATTLE,WA,Private room,100,1,0,1,5,100
4496,PORTLAND,OR,Private room,0,1,0,1,7,97
4497,SANTA CLARITA,CA,Entire home/apt,500,6,25,2,21,100
4498,QUEENS,NY,Private room,0,1,8,2,1125,95
4499,NEW YORK,NY,Private room,0,1,0,1,1125,80
4500,WASHINGTON,DC,Entire home/apt,350,2,25,2,1125,97
4501,LOS ANGELES,CA,Entire home/apt,500,2,15,30,175,97
4502,PORTLAND,OR,Entire home/apt,0,3,50,30,1125,94
4503,THE BRONX,NY,Entire home/apt,0,1,0,3,30,98
4504,BROOKLYN,NY,Private room,0,1,0,2,8,100
4505,NEW ORLEANS,LA,Entire home/apt,500,1,0,31,1125,97
4506,BROOKLYN,NY,Private room,100,1,0,2,14,95
4507,NEW ORLEANS,LA,Entire home/apt,0,1,0,1,1125,92
4508,LAHAINA,HI,Entire home/apt,0,1,0,2,180,80
4509,NEW ORLEANS,LA,Entire home/apt,500,1,0,30,1125,98
4510,COLMA,CA,Shared room,0,1,35,14,390,96
4511,BROOKLYN,NY,Private room,150,1,10,1,30,97
4512,LOS ANGELES,CA,Entire home/apt,0,1,0,31,1125,100
4513,NEW YORK,NY,Entire home/apt,300,1,0,7,28,95
4514,WASHINGTON,DC,Entire home/apt,0,1,0,1,1125,100
4515,DENVER,CO,Entire home/apt,0,2,10,2,1125,97
4516,SAN FRANCISCO,CA,Entire home/apt,0,2,20,30,365,96
4517,LOS ANGELES,CA,Entire home/apt,550,1,15,30,1125,96
4518,"POIPU, KAUAI",HI,Entire home/apt,0,1,0,1,21,93
4519,NASHVILLE,TN,Entire home/apt,300,1,0,2,1125,100
4520,SAN JOSE,CA,Private room,0,2,20,2,1125,100
4521,SAN GABRIEL,CA,Private room,0,1,5,1,90,98
4522,DENVER,CO,Entire home/apt,0,1,0,1,14,98
4523,AUSTIN,TX,Entire home/apt,100,4,25,1,1125,98
4524,HONOLULU,HI,Entire home/apt,300,4,15,2,90,96
4525,AUSTIN,TX,Entire home/apt,600,1,0,3,1125,100
4526,SAN JOSE,CA,Private room,0,1,10,2,6,99
4527,LOS ANGELES,CA,Entire home/apt,200,1,0,30,1125,97
4528,KEAAU,HI,Entire home/apt,200,4,25,3,1125,98
4529,SEATTLE,WA,Private room,0,1,30,30,1125,98
4530,DOWNTOWN AUSTIN,TX,Shared room,0,1,0,1,7,87
4531,OAKLAND,CA,Entire home/apt,0,1,0,3,1125,100
4532,NEW YORK,NY,Entire home/apt,100,1,65,29,120,100
4533,KIHEI,HI,Entire home/apt,0,1,0,5,365,100
4534,BROOKLYN,NY,Entire home/apt,200,3,25,3,30,95
4535,COLUMBUS,OH,Entire home/apt,0,1,0,2,7,100
4536,LA JOLLA,CA,Entire home/apt,0,1,0,3,1125,96
4537,WASHINGTON,DC,Entire home/apt,500,1,0,10,120,97
4538,BROOKLYN,NY,Private room,100,1,0,2,60,99
4539,NEW YORK,NY,Entire home/apt,0,1,25,1,1125,100
4540,VENICE,CA,Entire home/apt,250,2,35,30,180,97
4541,WASHINGTON,DC,Private room,0,2,10,3,40,98
4542,NEW YORK,NY,Private room,0,1,0,1,730,91
4543,PRINCEVILLE,HI,Entire home/apt,250,1,0,5,1125,100
4544,NASHVILLE,TN,Entire home/apt,500,5,25,1,1125,80
4545,HONOKAA,HI,Entire home/apt,100,1,0,2,90,96
4546,NASHVILLE,TN,Entire home/apt,500,1,0,30,1125,100
4547,LOS ANGELES,CA,Private room,100,1,0,30,90,100
4548,DENVER,CO,Entire home/apt,150,2,35,2,30,98
4549,WEST HOLLYWOOD,CA,Entire home/apt,0,1,0,31,365,98
4550,SAN FRANCISCO,CA,Entire home/apt,1500,1,0,30,1125,100
4551,NEW YORK,NY,Entire home/apt,0,1,0,2,32,100
4552,NEW YORK,NY,Entire home/apt,400,2,5,2,1125,93
4553,LOS ANGELES,CA,Entire home/apt,250,1,0,31,1125,93
4554,WASHINGTON,DC,Entire home/apt,150,2,20,2,57,96
4555,LOS ANGELES,CA,Entire home/apt,100,3,20,30,1125,100
4556,DENVER,CO,Private room,100,2,15,1,30,96
4557,NEW YORK,NY,Entire home/apt,500,2,0,30,90,93
4558,HANALEI,HI,Entire home/apt,500,1,0,1,1125,100
4559,CHICAGO,IL,Entire home/apt,400,2,5,4,1125,99
4560,KIHEI,HI,Entire home/apt,0,1,0,2,21,50
4561,CHICAGO,IL,Hotel room,0,1,0,7,180,90
4562,SAN DIEGO,CA,Private room,0,2,20,5,30,97
4563,BROOKLYN,NY,Private room,0,1,18,2,14,100
4564,NEW ORLEANS,LA,Entire home/apt,0,2,10,2,60,96
4565,NEW YORK,NY,Entire home/apt,200,3,15,4,1125,80
4566,DIAMOND BAR,CA,Private room,0,2,10,1,1124,100
4567,DOWNEY,CA,Private room,150,2,20,1,14,95
4568,MINNEAPOLIS,MN,Entire home/apt,150,2,20,1,15,99
4569,QUEENS,NY,Entire home/apt,300,1,0,3,1125,93
4570,SAN DIEGO,CA,Private room,0,1,20,1,1125,100
4571,BEN LOMOND,CA,Entire home/apt,0,6,50,1,21,100
4572,VENICE,CA,Entire home/apt,0,1,0,31,1125,99
4573,SEATTLE,WA,Entire home/apt,250,2,25,3,92,90
4574,QUEENS,NY,Entire home/apt,0,2,10,2,7,92
4575,AUSTIN,TX,Entire home/apt,900,6,0,3,7,100
4576,COLUMBUS,OH,Entire home/apt,0,1,0,2,1125,99
4577,SEATTLE,WA,Private room,300,1,20,30,150,80
4578,BROOKLYN,NY,Entire home/apt,0,4,75,6,1125,97
4579,NEW YORK,NY,Entire home/apt,0,1,0,4,1125,100
4580,LA PUENTE,CA,Private room,0,2,33,3,31,94
4581,NEW ORLEANS,LA,Entire home/apt,0,1,0,3,1125,99
4582,SEATTLE,WA,Private room,200,1,31,30,1125,80
4583,AUSTIN,TX,Entire home/apt,0,6,0,2,1125,100
4584,PALMDALE,CA,Private room,0,1,0,7,7,20
4585,KIHEI,HI,Entire home/apt,200,1,0,1,1125,100
4586,SAN JOSE,CA,Entire home/apt,900,4,100,2,28,100
4587,WAIALUA,HI,Entire home/apt,250,8,50,30,1125,98
4588,KAPAA,HI,Entire home/apt,0,1,0,1,1125,96
4589,KIHEI,HI,Entire home/apt,750,2,10,4,1125,99
4590,NASHVILLE,TN,Entire home/apt,0,4,0,1,1125,98
4591,HONOLULU,HI,Entire home/apt,0,2,20,2,1125,93
4592,NASHVILLE,TN,Entire home/apt,0,6,25,1,1125,86
4593,LOS ANGELES,CA,Entire home/apt,400,1,0,30,30,96
4594,AUSTIN,TX,Entire home/apt,300,2,50,2,1125,91
4595,INGLEWOOD,CA,Private room,175,1,35,2,365,100
4596,AUSTIN,TX,Entire home/apt,250,1,0,2,1125,96
4597,QUEENS,NY,Private room,0,1,0,28,365,93
4598,CHICAGO,IL,Entire home/apt,0,1,0,2,1125,99
4599,LOS ANGELES,CA,Private room,100,2,50,2,30,86
4600,WASHINGTON,DC,Entire home/apt,0,2,0,3,120,100
4601,BURBANK,CA,Private room,150,2,0,1,14,99
4602,PĀHOA,HI,Entire home/apt,0,1,0,31,1125,100
4603,SEATTLE,WA,Entire home/apt,0,1,0,30,30,90
4604,LOS ANGELES,CA,Entire home/apt,303,4,30,1,1125,85
4605,SEATTLE,WA,Entire home/apt,150,1,0,1,365,100
4606,SAN DIEGO,CA,Private room,0,2,30,2,60,96
4607,LOS ANGELES,CA,Entire home/apt,200,1,0,30,60,94
4608,NEW YORK,NY,Entire home/apt,300,1,0,3,8,100
4609,MAUNALOA,HI,Entire home/apt,0,2,20,2,1125,94
4610,LOS ANGELES,CA,Entire home/apt,1000,1,0,180,180,100
4611,LOS ANGELES,CA,Private room,150,1,20,2,90,100
4612,REDONDO BEACH,CA,Private room,0,1,0,1,1125,98
4613,BROOKLYN,NY,Entire home/apt,750,2,30,30,100,95
4614,KIHEI,HI,Entire home/apt,0,1,0,4,1125,98
4615,CHICAGO,IL,Entire home/apt,1000,10,10,2,1125,99
4616,WASHINGTON,DC,Entire home/apt,100,5,25,3,1125,100
4617,LOS ANGELES,CA,Entire home/apt,150,2,50,1,1125,100
4618,LOS ANGELES,CA,Entire home/apt,500,4,25,1,1125,99
4619,NEW YORK,NY,Entire home/apt,0,1,0,29,1125,100
4620,BROOKLYN,NY,Entire home/apt,200,3,0,2,5,100
4621,SAN DIMAS,CA,Private room,0,2,10,1,20,98
4622,INGLEWOOD,CA,Entire home/apt,0,2,0,1,1125,95
4623,BROOKLYN,NY,Private room,0,2,0,7,17,90
4624,APTOS,CA,Entire home/apt,500,1,0,2,30,99
4625,TUJUNGA,CA,Entire home/apt,175,1,8,1,89,95
4626,LOS ANGELES,CA,Entire home/apt,0,6,50,2,1125,88
4627,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,100
4628,SAN DIEGO,CA,Entire home/apt,1000,1,0,30,1125,100
4629,MALIBU,CA,Entire home/apt,225,1,0,7,120,95
4630,AUSTIN,TX,Private room,100,1,0,30,90,99
4631,AUSTIN,TX,Entire home/apt,250,3,35,1,1125,96
4632,PRINCEVILLE,HI,Entire home/apt,250,1,0,1,40,91
4633,DALY CITY,CA,Private room,100,2,40,1,1125,95
4634,BROOKLYN,NY,Entire home/apt,199,1,18,2,1125,86
4635,BROOKLYN,NY,Private room,0,1,20,1,21,100
4636,SAN FRANCISCO,CA,Private room,200,2,20,1,180,100
4637,SAN DIEGO,CA,Private room,0,2,8,1,1125,98
4638,SAN DIEGO,CA,Entire home/apt,400,1,0,1,29,100
4639,NEW YORK,NY,Private room,0,1,0,1,1125,80
4640,GARDENA,CA,Private room,0,1,25,3,365,85
4641,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,20
4642,MALIBU,CA,Entire home/apt,1500,8,25,2,14,100
4643,KAILUA,HI,Entire home/apt,1000,6,150,1,1125,100
4644,LOS ANGELES,CA,Entire home/apt,500,3,25,5,1125,100
4645,SAN JOSE,CA,Private room,100,1,10,3,90,94
4646,LOS ANGELES,CA,Entire home/apt,0,1,0,1,1125,100
4647,KAILUA-KONA,HI,Entire home/apt,0,1,0,2,7,96
4648,BROOKLYN,NY,Entire home/apt,250,2,20,1,30,95
4649,SAN DIEGO,CA,Entire home/apt,250,3,17,1,1125,94
4650,SAN DIEGO,CA,Entire home/apt,0,1,20,1,1125,87
4651,NEW YORK,NY,Private room,0,1,60,5,7,100
4652,BROOKLYN,NY,Entire home/apt,500,1,0,2,1125,100
4653,PORTLAND,OR,Private room,0,2,10,1,1125,98
4654,NEW YORK,NY,Entire home/apt,0,6,25,5,1125,100
4655,MILLBRAE,CA,Private room,200,1,12,1,40,96
4656,BROOKLYN,NY,Entire home/apt,300,1,0,3,28,97
4657,PORTLAND,OR,Entire home/apt,0,2,10,2,1125,98
4658,CHICAGO,IL,Entire home/apt,0,6,25,2,1125,98
4659,NEW YORK,NY,Entire home/apt,0,3,25,4,1125,96
4660,NEW YORK,NY,Entire home/apt,0,4,50,5,1125,98
4661,NEW ORLEANS,LA,Entire home/apt,0,2,40,30,30,100
4662,BOSTON,MA,Entire home/apt,100,4,25,1,100,99
4663,SEATTLE,WA,Entire home/apt,100,1,0,2,1125,100
4664,LAHAINA,HI,Entire home/apt,0,6,0,1,365,95
4665,MINNEAPOLIS,MN,Entire home/apt,0,1,0,1,1125,98
4666,NEW YORK,NY,Entire home/apt,0,1,0,1,1125,100
4667,NEW YORK,NY,Private room,0,2,35,2,1125,91
4668,SEATTLE,WA,Entire home/apt,750,2,50,3,29,99
4669,LOS ANGELES,CA,Private room,0,1,0,3,15,73
4670,NEW ORLEANS,LA,Entire home/apt,150,1,0,2,120,92
4671,SANTA CRUZ,CA,Entire home/apt,1000,1,20,6,30,100
4672,LOS ANGELES,CA,Entire home/apt,100,2,25,3,25,95
4673,NASHVILLE,TN,Entire home/apt,0,2,0,2,29,100
4674,NEW YORK,NY,Private room,500,1,25,1,14,94
4675,SANTA MONICA,CA,Entire home/apt,300,4,20,1,1125,100
4676,WASHINGTON,DC,Private room,0,1,0,1,1125,100
4677,NEW YORK,NY,Private room,0,1,0,2,10,89
4678,QUEENS,NY,Private room,0,1,20,1,1125,90
4679,HONOLULU,HI,Entire home/apt,150,2,25,1,31,90
4680,LOS ANGELES,CA,Private room,0,2,15,1,1125,100
4681,NEW YORK,NY,Entire home/apt,0,1,0,6,27,100
4682,WAIMANALO,HI,Entire home/apt,0,1,0,7,180,94
4683,NEW ORLEANS,LA,Entire home/apt,200,1,0,2,1125,99
4684,SAN JOSE,CA,Entire home/apt,300,4,0,7,1125,90
4685,NEW ORLEANS,LA,Private room,200,1,0,2,60,97
4686,BROOKLYN,NY,Entire home/apt,0,1,0,30,35,96
4687,NEW YORK,NY,Private room,0,1,15,2,14,97
4688,AUSTIN,TX,Entire home/apt,250,1,0,1,1125,93
4689,LOS ANGELES,CA,Private room,0,1,0,2,180,99
4690,BOSTON,MA,Entire home/apt,200,3,25,28,365,93
4691,MORGAN HILL,CA,Entire home/apt,0,4,15,1,1125,94
4692,LOS ANGELES,CA,Entire home/apt,500,1,0,2,30,98
4693,NEW ORLEANS,LA,Entire home/apt,250,4,20,2,31,95
4694,NASHVILLE,TN,Entire home/apt,0,16,9,1,1125,100
4695,MALIBU,CA,Entire home/apt,400,3,75,30,90,96
4696,CHICAGO,IL,Entire home/apt,0,4,5,2,1125,95
4697,PALO ALTO,CA,Entire home/apt,3000,1,0,5,1125,100
4698,CHICAGO,IL,Entire home/apt,0,3,40,2,90,98
4699,SEATTLE,WA,Entire home/apt,1000,2,25,2,1125,100
4700,JACKSON HEIGHTS ,NY,Entire home/apt,0,1,0,2,1125,98
4701,PORTLAND,OR,Entire home/apt,0,2,35,1,15,99
4702,NEW YORK,NY,Entire home/apt,800,5,25,4,27,95
4703,AUSTIN,TX,Private room,0,1,0,1,1125,86
4704,LAIE,HI,Entire home/apt,0,16,35,2,120,100
4705,MINNEAPOLIS,MN,Entire home/apt,200,1,0,2,1125,100
4706,SAN DIEGO,CA,Entire home/apt,0,1,0,2,29,98
4707,CHICAGO,IL,Entire home/apt,0,4,0,2,1125,95
4708,SAN DIEGO,CA,Private room,0,1,0,10,90,100
4709,AUSTIN,TX,Entire home/apt,300,8,40,2,365,98
4710,SAN DIEGO,CA,Entire home/apt,200,1,0,1,30,97
4711,PRINCEVILLE,HI,Entire home/apt,0,2,100,4,21,99
4712,SEATTLE,WA,Entire home/apt,500,2,0,2,31,99
4713,BROOKLYN,NY,Entire home/apt,1500,6,25,6,1125,96
4714,DENVER,CO,Entire home/apt,0,6,30,1,1125,80
4715,MINNEAPOLIS,MN,Entire home/apt,500,2,15,5,90,99
4716,DENVER,CO,Entire home/apt,2500,1,0,90,1125,100
4717,SAN DIEGO,CA,Entire home/apt,0,1,0,4,28,90
4718,NASHVILLE,TN,Entire home/apt,200,1,0,1,1125,92
4719,LOS ANGELES,CA,Entire home/apt,0,1,5,30,1125,100
4720,LONG BEACH,CA,Entire home/apt,300,1,0,2,1125,99
4721,LOS ANGELES,CA,Entire home/apt,1500,6,50,31,1124,20
4722,RESEDA,CA,Entire home/apt,2000,1,0,5,90,97
4723,BROOKLYN,NY,Entire home/apt,0,3,25,5,1125,100
4724,SEATTLE,WA,Entire home/apt,0,4,10,2,1125,100
